Searched Job Title,Extracted Job Title,Employer,Rating,Location,Salary,Job Link,Job Age
Data Engineer,Space for Early Warnings in Africa - Cloud Engineer (Based in Germany),EUMETSAT,3.7,España,Salary not specified,"https://www.glassdoor.es/job-listing/space-for-early-warnings-in-africa-cloud-engineer-based-in-germany-eumetsat-JV_KO0,66_KE67,75.htm?jl=1009641065574",+ 30 d
Data Engineer,Space for Early Warnings in Africa - Cloud Engineer (Based in Germany),EUMETSAT,3.7,España,Salary not specified,"https://www.glassdoor.es/job-listing/space-for-early-warnings-in-africa-cloud-engineer-based-in-germany-eumetsat-JV_KO0,66_KE67,75.htm?jl=1009641065574",+ 30 d
Data Engineer,Quality Engineer (relocation package to NL),Cytiva,3.4,España,Salary not specified,"https://www.glassdoor.es/job-listing/quality-engineer-relocation-package-to-nl-cytiva-JV_KO0,41_KE42,48.htm?jl=1009621513530",+ 30 d
Data Engineer,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Data Engineer,Service Specialist,Accelleron,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/service-specialist-accelleron-JV_IC2664239_KO0,18_KE19,29.htm?jl=1009489546310",+ 30 d
Data Engineer,Software Development Engineer III,Expedia Group,3.8,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/software-development-engineer-iii-expedia-group-JV_IC2664239_KO0,33_KE34,47.htm?jl=1009693309759",2 días
Data Analyst,Data Engineer,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-engineer-sanofi-eu-JV_IC2547194_KO0,13_KE14,23.htm?jl=1009680723383",13 días
Data Analyst,Market Data Analyst & CRM Manager,Cromology,3.9,España,Salary not specified,"https://www.glassdoor.es/job-listing/market-data-analyst-crm-manager-cromology-JV_KO0,31_KE32,41.htm?jl=1009687152993",7 días
Data Analyst,Solution Analyst (SmartBanking AI / CO2 FI) - X Delivery,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/solution-analyst-smartbanking-ai-co2-fi-x-delivery-boston-consulting-group-JV_IC2664239_KO0,50_KE51,74.htm?jl=1009628620254",+ 30 d
Data Analyst,Finance Analyst,Expedia Group,3.8,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/finance-analyst-expedia-group-JV_IC2664239_KO0,15_KE16,29.htm?jl=1009693309794",2 días
Data Analyst,Growth Analyst,Pixel United,Rating not available,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/growth-analyst-pixel-united-JV_IC2547194_KO0,14_KE15,27.htm?jl=1009662129531",28 días
Data Analyst,Tech Product Lead - SSO,Mars Multisales Spain S.L,4.3,Alcobendas,Salary not specified,"https://www.glassdoor.es/job-listing/tech-product-lead-sso-mars-multisales-spain-sl-JV_IC2664197_KO0,21_KE22,46.htm?jl=1009689064296",5 días
Data Analyst,Tech Product Lead - Cross Product,Mars Multisales Spain S.L,4.3,España,Salary not specified,"https://www.glassdoor.es/job-listing/tech-product-lead-cross-product-mars-multisales-spain-sl-JV_KO0,31_KE32,56.htm?jl=1009677765306",15 días
Data Analyst,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Data Analyst,Delivery Lead - X Delivery,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/delivery-lead-x-delivery-boston-consulting-group-JV_IC2664239_KO0,24_KE25,48.htm?jl=1009604075178",+ 30 d
Data Analyst,"Data Analyst - Data & AI Team (Europe, Remote)",WebPros,3.1,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-analyst-data-ai-team-europe-remote-webpros-JV_IC2547194_KO0,39_KE40,47.htm?jl=1009697346605",24 horas
Machine Learning Engineer,Data Engineer,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-engineer-sanofi-eu-JV_IC2547194_KO0,13_KE14,23.htm?jl=1009680723383",13 días
Machine Learning Engineer,Senior Engineering Manager (Applied Science),TomTom,4.0,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/senior-engineering-manager-applied-science-tomtom-JV_IC2664239_KO0,42_KE43,49.htm?jl=1009207575876",+ 30 d
Machine Learning Engineer,AI Lab - Junior Machine Learning Engineer,Hewlett Packard,4.1,España,Salary not specified,"https://www.glassdoor.es/job-listing/ai-lab-junior-machine-learning-engineer-hewlett-packard-JV_KO0,39_KE40,55.htm?jl=1009661528574",29 días
Machine Learning Engineer,Solution Analyst (SmartBanking AI / CO2 FI) - X Delivery,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/solution-analyst-smartbanking-ai-co2-fi-x-delivery-boston-consulting-group-JV_IC2664239_KO0,50_KE51,74.htm?jl=1009628620254",+ 30 d
Machine Learning Engineer,"AIML - Machine Learning Engineer, SII",Apple,4.1,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/aiml-machine-learning-engineer-sii-apple-JV_IC2547194_KO0,34_KE35,40.htm?jl=1009686285468",8 días
Machine Learning Engineer,Delivery Lead - X Delivery,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/delivery-lead-x-delivery-boston-consulting-group-JV_IC2664239_KO0,24_KE25,48.htm?jl=1009604075178",+ 30 d
Machine Learning Engineer,Machine Learning Engineer,AstraZeneca,4.0,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/machine-learning-engineer-astrazeneca-JV_IC2547194_KO0,25_KE26,37.htm?jl=1009688012627",6 días
Machine Learning Engineer,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Machine Learning Engineer,DATA SCIENTIST AND MACHINE LEARNING ENGINEER (AAI),Centre Tecnologic de Catalunya,3.5,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-and-machine-learning-engineer-aai-centre-tecnologic-de-catalunya-JV_IC2547194_KO0,48_KE49,79.htm?jl=1009670584344",21 días
Machine Learning Engineer,Machine Learning Engineer (Data Science,IRIS,3.5,España,Salary not specified,"https://www.glassdoor.es/job-listing/machine-learning-engineer-data-science-iris-JV_KO0,38_KE39,43.htm?jl=1009693739102",2 días
AI Engineer,Data Engineer,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-engineer-sanofi-eu-JV_IC2547194_KO0,13_KE14,23.htm?jl=1009680723383",13 días
AI Engineer,"AI Engineer, Spain - BCG X",Boston Consulting Group,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/ai-engineer-spain-bcg-x-boston-consulting-group-JV_IC2547194_KO0,23_KE24,47.htm?jl=1009308989840",+ 30 d
AI Engineer,Senior R&D Automation Engineer (BELGIUM),Cytiva,3.4,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/senior-rd-automation-engineer-belgium-cytiva-JV_IC2547194_KO0,37_KE38,44.htm?jl=1009621513496",+ 30 d
AI Engineer,Digital SAP M&S Analytics Lead,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/digital-sap-ms-analytics-lead-sanofi-eu-JV_IC2547194_KO0,29_KE30,39.htm?jl=1009680723410",13 días
AI Engineer,MLOps Engineer,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/mlops-engineer-sanofi-eu-JV_IC2547194_KO0,14_KE15,24.htm?jl=1009680723358",13 días
AI Engineer,"Sr. Corporate Account Executive - DACH (Hybrid, ESP)",CrowdStrike,4.6,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/sr-corporate-account-executive-dach-hybrid-esp-crowdstrike-JV_IC2547194_KO0,46_KE47,58.htm?jl=1009668826292",23 días
AI Engineer,Solution Analyst (SmartBanking AI / CO2 FI) - X Delivery,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/solution-analyst-smartbanking-ai-co2-fi-x-delivery-boston-consulting-group-JV_IC2664239_KO0,50_KE51,74.htm?jl=1009628620254",+ 30 d
AI Engineer,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
AI Engineer,Data Scientist,TomTom,4.0,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-tomtom-JV_IC2664239_KO0,14_KE15,21.htm?jl=1009328327761",+ 30 d
AI Engineer,Corporate Sales Engineer - German Speaking,CrowdStrike,4.6,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/corporate-sales-engineer-german-speaking-crowdstrike-JV_IC2547194_KO0,40_KE41,52.htm?jl=1009672491147",20 días
Business Intelligence Analyst,Business Analyst,Farmaprojects,3.7,España,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-farmaprojects-JV_KO0,16_KE17,30.htm?jl=1009686041546",8 días
Business Intelligence Analyst,Business Analyst,Quantion,3.4,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-quantion-JV_IC2547194_KO0,16_KE17,25.htm?jl=1009585632900",+ 30 d
Business Intelligence Analyst,AI Business Analyst,Neurons Lab,4.9,Trabajo en remoto,Salary not specified,"https://www.glassdoor.es/job-listing/ai-business-analyst-neurons-lab-JV_KO0,19_KE20,31.htm?jl=1009671874238",21 días
Business Intelligence Analyst,Business Analyst Remote,Plexus,3.7,Balsoma,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-remote-plexus-JV_IC2627172_KO0,23_KE24,30.htm?jl=1009570104676",+ 30 d
Business Intelligence Analyst,Business Analyst Intern,Mirakl,4.4,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-intern-mirakl-JV_IC2547194_KO0,23_KE24,30.htm?jl=1009490523473",8 días
Business Intelligence Analyst,Business Analyst Intern - Private Equity,McKinsey & Company,4.1,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-intern-private-equity-mckinsey-company-JV_IC2664239_KO0,38_KE39,55.htm?jl=1009457004025",+ 30 d
Business Intelligence Analyst,Accommodation Business Analyst (Internship) – (Hybrid),eDreams ODIGEO,4.1,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/accommodation-business-analyst-internship-hybrid-edreams-odigeo-JV_IC2547194_KO0,48_KE49,63.htm?jl=1009647546693",+ 30 d
Business Intelligence Analyst,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Business Intelligence Analyst,Business Analyst,Zurich Insurance,4.3,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/business-analyst-zurich-insurance-JV_IC2547194_KO0,16_KE17,33.htm?jl=1009691498880",2 días
Business Intelligence Analyst,Junior Business Analyst,Zurich Insurance,4.3,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/junior-business-analyst-zurich-insurance-JV_IC2547194_KO0,23_KE24,40.htm?jl=1009394611730",+ 30 d
Big Data Engineer,Data Scientist,TomTom,4.0,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-tomtom-JV_IC2664239_KO0,14_KE15,21.htm?jl=1009328327761",+ 30 d
Big Data Engineer,Senior Frontend Engineer (ReactJS),JOIN,3.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/senior-frontend-engineer-reactjs-join-JV_IC2547194_KO0,32_KE33,37.htm?jl=1009689428092",5 días
Big Data Engineer,Data Analyst,Pixel United,Rating not available,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-analyst-pixel-united-JV_IC2547194_KO0,12_KE13,25.htm?jl=1009662129532",28 días
Big Data Engineer,Art Manager,Pixel United,Rating not available,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/art-manager-pixel-united-JV_IC2547194_KO0,11_KE12,24.htm?jl=1009696262047",24 horas
Big Data Engineer,Software Engineer,Mars Multisales Spain S.L,4.3,Alcobendas,Salary not specified,"https://www.glassdoor.es/job-listing/software-engineer-mars-multisales-spain-sl-JV_IC2664197_KO0,17_KE18,42.htm?jl=1009669025156",22 días
Big Data Engineer,Senior Data Scientist,TomTom,4.0,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/senior-data-scientist-tomtom-JV_IC2664239_KO0,21_KE22,28.htm?jl=1009451069046",+ 30 d
Big Data Engineer,Big data engineer,Adroit People Ltd.,4.5,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/big-data-engineer-adroit-people-ltd-JV_IC2664239_KO0,17_KE18,35.htm?jl=1009697415587",24 horas
Big Data Engineer,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Big Data Engineer,Junior Data Engineer,Tupl,3.9,España,Salary not specified,"https://www.glassdoor.es/job-listing/junior-data-engineer-tupl-JV_KO0,20_KE21,25.htm?jl=1009641136553",+ 30 d
Big Data Engineer,Data Scientist/Data Engineer Junior,Minsait,3.8,España,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-data-engineer-junior-minsait-JV_KO0,35_KE36,43.htm?jl=1009433845719",+ 30 d
NLP Engineer,Data Scientist (NLP Deep Learning Engineer),Revolut,3.9,Trabajo en remoto,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-nlp-deep-learning-engineer-revolut-JV_KO0,41_KE42,49.htm?jl=1009570568886",+ 30 d
NLP Engineer,"Machine Learning Engineer, SII",Apple,4.1,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/machine-learning-engineer-sii-apple-JV_IC2547194_KO0,29_KE30,35.htm?jl=1009695507780",24 horas
NLP Engineer,Data Annotation Specialist (Multiple Languages - 100% Remote),Docplanner,3.7,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-annotation-specialist-multiple-languages-100-remote-docplanner-JV_IC2547194_KO0,56_KE57,67.htm?jl=1009599387598",+ 30 d
NLP Engineer,ML Internship,Provectus,3.9,Trabajo en remoto,Salary not specified,"https://www.glassdoor.es/job-listing/ml-internship-provectus-JV_KO0,13_KE14,23.htm?jl=1009695532491",24 horas
NLP Engineer,"Software Engineer (Python, SQL, Django)",Citibeats,4.0,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/software-engineer-python-sql-django-citibeats-JV_IC2547194_KO0,35_KE36,45.htm?jl=1008985573807",+ 30 d
NLP Engineer,Data Curator - Native in Portuguese,M47 Labs,3.3,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-curator-native-in-portuguese-m47-labs-JV_IC2547194_KO0,33_KE34,42.htm?jl=1009686614804",7 días
NLP Engineer,AI Software Engineer,NPAW,2.5,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/ai-software-engineer-npaw-JV_IC2547194_KO0,20_KE21,25.htm?jl=1009688579309",6 días
NLP Engineer,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
NLP Engineer,Data Scientist,Clarivate,3.6,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-clarivate-JV_IC2547194_KO0,14_KE15,24.htm?jl=1009655022924",+ 30 d
NLP Engineer,NLP Engineer,BlueLeaders,Rating not available,España,Salary not specified,"https://www.glassdoor.es/job-listing/nlp-engineer-blueleaders-JV_KO0,12_KE13,24.htm?jl=1009474482171",+ 30 d
Data Architect,Digital Workplace Architect,Sanofi EU,4.2,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/digital-workplace-architect-sanofi-eu-JV_IC2547194_KO0,27_KE28,37.htm?jl=1009680723360",13 días
Data Architect,Tech Product Lead - SSO,Mars Multisales Spain S.L,4.3,Alcobendas,Salary not specified,"https://www.glassdoor.es/job-listing/tech-product-lead-sso-mars-multisales-spain-sl-JV_IC2664197_KO0,21_KE22,46.htm?jl=1009689064296",5 días
Data Architect,Lead Enterprise Architect - BCG Platinion,Boston Consulting Group,4.2,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/lead-enterprise-architect-bcg-platinion-boston-consulting-group-JV_IC2664239_KO0,39_KE40,63.htm?jl=1009308989903",+ 30 d
Data Architect,Tech Product Lead - Cross Product,Mars Multisales Spain S.L,4.3,España,Salary not specified,"https://www.glassdoor.es/job-listing/tech-product-lead-cross-product-mars-multisales-spain-sl-JV_KO0,31_KE32,56.htm?jl=1009677765306",15 días
Data Architect,Data Scientist,Ookla,3.4,Trabajo en remoto,Salary not specified,"https://www.glassdoor.es/job-listing/data-scientist-ookla-JV_KO0,14_KE15,20.htm?jl=1009601646041",+ 30 d
Data Architect,Data Architect Clinical Trial Systems,Merck Group,4.1,Mollet del Vallès,Salary not specified,"https://www.glassdoor.es/job-listing/data-architect-clinical-trial-systems-merck-group-JV_IC4845211_KO0,37_KE38,49.htm?jl=1009688316355",6 días
Data Architect,Data Architect Principal Specialist - Leading Data Innovation at Amadeus,Amadeus,4.1,Madrid,Salary not specified,"https://www.glassdoor.es/job-listing/data-architect-principal-specialist-leading-data-innovation-at-amadeus-amadeus-JV_IC2664239_KO0,70_KE71,78.htm?jl=1009691247018",3 días
Data Architect,Title not available,Employer not specified,Rating not available,Location not available,Salary not specified,No link available,Job age not available
Data Architect,Data Architect,Zurich Insurance,4.3,Barcelona,Salary not specified,"https://www.glassdoor.es/job-listing/data-architect-zurich-insurance-JV_IC2547194_KO0,14_KE15,31.htm?jl=1009492743655",+ 30 d
Data Architect,Senior R&D Data Architect,Merck Group,4.1,Mollet del Vallès,Salary not specified,"https://www.glassdoor.es/job-listing/senior-rd-data-architect-merck-group-JV_IC4845211_KO0,24_KE25,36.htm?jl=1009694054793",2 días
